software_name	version	mention_type	url	context_from_paper	source_url
OMEGA repository		used	https://www.mcgill.ca/bic/resources/omega	the OMEGA repository ( https://www.mcgill.ca/bic/resources/omega )	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11253223/
neuromaps		used	https://github.com/netneurolab/neuromaps	Normative neurotransmitter density data are available from neuromaps ( https://github.com/netneurolab/neuromaps )	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11253223/
GitHub		used	https://github.com/jasondsc/PDneuralfingerprinting	All in-house code used for data analysis and visualization is available on GitHub https://github.com/jasondsc/PDneuralfingerprinting	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11253223/
NCDC Memorabel		used	https://github.com/MaastrichtU-CDS/ncdc-memorabel	NCDC Memorabel GitHub. Accessed. July 2024 via https://github.com/MaastrichtU-CDS/ncdc-memorabel	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11816548/
					https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13122771/
					https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12839143/
					https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11302699/
					https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13082890/
					https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12780272/
					https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11601697/
					https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11307169/
					https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11485084/
					https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13098421/
PRS-CS		used	https://github.com/getian107/PRScs	In this paper, we used the Python implementation of PRS-CS available at https://github.com/getian107/PRScs.	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12040266/
Python		used		In this paper, we used the Python implementation of PRS-CS available at https://github.com/getian107/PRScs.	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12040266/
LDpred2		used		LDpred2 is another widely used method for constructing PRS, which leverages GWAS summary statistics and a linkage disequilibrium (LD) matrix.	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12040266/
bigsnpr		used	https://github.com/privefl/bigsnpr	In our analyses, we utilized LDpred2-auto as implemented in the R package bigsnpr ( https://github.com/privefl/bigsnpr ).	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12040266/
R		used		In our analyses, we utilized LDpred2-auto as implemented in the R package bigsnpr ( https://github.com/privefl/bigsnpr ).	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12040266/
ADSP Phenotype Harmonization Consortium		used	https://github.com/NIAGADS/ADSPIntegratedPhenotypes	To create a set of harmonized AD case/control phenotypes across the diverse cohorts included in ADSP, we applied the script provided by the ADSP Phenotype Harmonization Consortium ( https://github.com/NIAGADS/ADSPIntegratedPhenotypes ) with default settings.	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12040266/
LS-imputation_TWAS		created	https://github.com/RuoyuHe/LS-imputation_TWAS	The code used for the analyses presented in this paper is available at https://github.com/RuoyuHe/LS-imputation_TWAS.	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12040266/
DeLIVR		created	https://github.com/RuoyuHe/DeLIVR	The code for DeLIVR is available at https://github.com/RuoyuHe/DeLIVR.	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12040266/
LS-imputation		created	https://github.com/ren328/LSimputing	The code for LS-imputation is available at https://github.com/ren328/LSimputing.	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12040266/
					https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12442454/
MaxQuant		used		Database search and label free quantification was performed using the MaxQuant software package (maxquant.org, Max-Planck Institute Munich)	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10543321/
Spectronaut		used		Database search and label free quantification was performed using the MaxQuant software package (maxquant.org, Max-Planck Institute Munich) [ 29 ] for DDA and Spectronaut (Biognosys, CH) or DIA-NN	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10543321/
DIA-NN	1.8	used	https://github.com/vdemichev/DiaNN	Database search and label free quantification was performed using the MaxQuant software package (maxquant.org, Max-Planck Institute Munich) [ 29 ] for DDA and Spectronaut (Biognosys, CH) or DIA-NN ( https://github.com/vdemichev/DiaNN , Version 1.8)	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10543321/
					https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11272209/
					https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11059256/
PPMI		used	https://www.ppmi-info.org/	The data supporting the findings from this study are available at the PPMI website ( https://www.ppmi-info.org/ ). This analysis used data openly available from the PPMI (Tier 1 data).	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13075382/
Systemic Synuclein Sampling Study (S4)		used	https://zenodo.org/records/7821869	Additional data from the Systemic Synuclein Sampling Study (S4) were available through Zenodo ( https://zenodo.org/records/7821869 ) after registration for approved data access.	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13075382/
					https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13097112/
					https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13137281/
					https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13323295/
					https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13054401/
					https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10917015/
					https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12580246/
					https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11103763/
GenoTools		used	https://github.com/dvitale199/GenoTools	All samples in AoU, UKB, ADSP, and AMP PD datasets underwent a custom ancestry prediction pipeline included in the GenoTools package ( https://github.com/dvitale199/GenoTools )	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11601747/
1000 Genomes Project		used		In brief, ancestry was defined using reference panels from the 1000 Genomes Project, the Human Genome Diversity Project, and an Ashkenazi Jewish population dataset.	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11601747/
Human Genome Diversity Project		used		In brief, ancestry was defined using reference panels from the 1000 Genomes Project, the Human Genome Diversity Project, and an Ashkenazi Jewish population dataset.	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11601747/
Gene Expression Omnibus		used		We used a panel of 4,008 samples from 1000 Genomes Project and the Gene Expression Omnibus database ( www.ncbi.nlm.nih.gov/geo ; accession no. GSE23636 )	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11601747/
PLINK	1.9 and 2.0	used		We used PLINK (v1.9 and v2.0) [ 21 , 28 ] to extract genotypes for two APOE variants, rs429358 (chr19:44908684–44908685) and rs7412 (chr19:44908821–44908823), as a proxy for APOE allele status (ε1, ε2, ε3, and ε4) in the AoU, UKB, ADSP, and AMP PD datasets.	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11601747/
PLINK	2.0	used		In the 100KGP dataset, APOE genotypes were analyzed using PLINK v2.0 [ 21 ] in a multi-sample aggregated VCF provided in the Genomics England research environment.	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11601747/
					https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12413719/
					https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8461082/
					https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2677204/
					https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10806757/
					https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11838922/
					https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13142576/
					https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12375874/
					https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10593006/
					https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13346179/
					https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11982518/
					https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11567871/
					https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12934236/
					https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12192400/
rfb		created	https://www.github.com/randalljellis/rfb	Code is available at www.github.com/randalljellis/rfb	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12668057/
GitHub		used	https://github.com/XinchaoHu9966/PDcode	All source code used for data preprocessing, model training, performance evaluation, and local deployment interface development is publicly available at the following GitHub repository: https://github.com/XinchaoHu9966/PDcode .	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12748221/
					https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12881653/
					https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13214193/
					https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12869048/
AMP-AD database		used		The ROS/MAP cohort and GEO data will be freely available at the AMP-AD database (www.synapse.org)	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10635399/
GEO		used	http://www.ncbi.nlm.nih.gov/projects/geo/	The ROS/MAP cohort and GEO data will be freely available at the AMP-AD database (www.synapse.org) and the National Center for Biotechnology Information as accession numbers http://www.synapse.org/ GSE157239 (GSE157239 http://www.ncbi.nlm.nih.gov/projects/geo/)	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10635399/
Python	3.11	used		All model development, evaluation, and visualization were carried out using Python 3.11, Scikit-learn, and Matplotlib.	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12957191/
Scikit-learn		used		All model development, evaluation, and visualization were carried out using Python 3.11, Scikit-learn, and Matplotlib.	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12957191/
Matplotlib		used		All model development, evaluation, and visualization were carried out using Python 3.11, Scikit-learn, and Matplotlib.	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12957191/
Docker		used		The repository includes frozen environment files (requirements.txt with exact package versions), Docker container configuration (Dockerfile), and Conda environment specification (environment.yml) to ensure computational reproducibility.	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12957191/
Conda		used		The repository includes frozen environment files (requirements.txt with exact package versions), Docker container configuration (Dockerfile), and Conda environment specification (environment.yml) to ensure computational reproducibility.	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12957191/
					https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5445592/
					https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11146203/
					https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11702271/
					https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11192635/
					https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10427416/
					https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12892842/
					https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11263168/
dbGaP		used	https://www.ncbi.nlm.nih.gov/gap/	dbGaP (  https://www.ncbi.nlm.nih.gov/gap/  )  https://www.ncbi.nlm.nih.gov/gap/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11071554/
NIAGADS		used	https://www.niagads.org/	NIAGADS (  https://www.niagads.org/  )  https://www.niagads.org/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11071554/
LONI		used	https://ida.loni.usc.edu/	LONI (  https://ida.loni.usc.edu/  )  https://ida.loni.usc.edu/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11071554/
Synapse		used	https://www.synapse.org/	AMP-AD knowledge portal / Synapse (  https://www.synapse.org/  )  https://www.synapse.org/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11071554/
Rush		used	https://www.radc.rush.edu/	Rush (  https://www.radc.rush.edu/  )  https://www.radc.rush.edu/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11071554/
NACC		used	https://naccdata.org/	NACC (  https://naccdata.org/  )  https://naccdata.org/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11071554/
UKB		used	https://www.ukbiobank.ac.uk/	UKB (  https://www.ukbiobank.ac.uk/  )  https://www.ukbiobank.ac.uk/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11071554/
FinnGen		used	https://www.finngen.fi/en	FinnGen (  https://www.finngen.fi/en  )  https://www.finngen.fi/en	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11071554/
MVP		used	https://www.mvp.va.gov/	MVP (  https://www.mvp.va.gov/  )  https://www.mvp.va.gov/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11071554/
eQTL catalogue		used	https://www.ebi.ac.uk/eqtl/	eQTL catalogue (  https://www.ebi.ac.uk/eqtl/  )  https://www.ebi.ac.uk/eqtl/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11071554/
GTEx		used	https://www.gtexportal.org/home/	GTEx (  https://www.gtexportal.org/home/  )  https://www.gtexportal.org/home/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11071554/
EMBL-EBI GWAS Catalog		used		Summary statistics generated by this study will be deposited in both NIAGADS and the EMBL-EBI GWAS Catalog.	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11071554/
FDRS		created	https://github.com/auccy/Jack.git	The code of FDRS is available via GitHub ( https://github.com/auccy/Jack.git ).	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11426130/
					https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12633192/
					https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12314505/
					https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13242630/
					https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11393069/
tranSMART		used		"Genome‐wide DNA methylation data for the 885 EMIF‐AD MBD samples are stored on an online data platform using the ""tranSMART"" data warehouse framework."	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11485320/
GitHub		used	https://github.com/UoE‐Dementia‐Genomics/EMIF_Biomarkers_Methylation	All analytical scripts/code are available at https://github.com/UoE‐Dementia‐Genomics/EMIF_Biomarkers_Methylation	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11485320/
GitHub		used	https://github.com/muhammed-ali/AlzDem_2026_AmyloidPET_Proteomics	The code used for the proteomics analyses is publicly available on GitHub (https://github.com/muhammed‐ali/AlzDem_2026_AmyloidPET_Proteomics).	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13284751/
					https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13358372/
					https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12854940/
					https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13311454/
					https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13113626/
					https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12549918/
					https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10491364/
					https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13228786/
					https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10635182/
					https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11498105/
					https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12869030/
NIfTI		used		Full three-dimensional voxelwise NIfTI images of the brain visualizations shown in main figures are publicly available on NeuroVault	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13234610/
NeuroVault		used	https://identifiers.org/neurovault.collection:23001	Full three-dimensional voxelwise NIfTI images of the brain visualizations shown in main figures are publicly available on NeuroVault https://identifiers.org/neurovault.collection:23001	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13234610/
Scikit-learn		used	https://github.com/scikit-learn/scikit-learn/blob/fe2edb3cd/sklearn/metrics/_classification.py#L880	Cohen_kappa_score . Scikit-learn. Accessed May 21, 2026. https://github.com/scikit-learn/scikit-learn/blob/fe2edb3cd/sklearn/metrics/_classification.py#L880	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13234610/
Parkinson's Progression Markers Initiative database		used		The data utilized in this article was from the publicly accessible Parkinson's Progression Markers Initiative database ( www.ppmi-info.org/data )	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11609293/
APM-PD platform		used	https://amp-pd.org/	and the APM-PD platform ( https://amp-pd.org/ )	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11609293/
AdaMedGraph		created	https://github.com/SereneLian/AdaMedGraph	The code in this paper is available via https://github.com/SereneLian/AdaMedGraph	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11609293/
					https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12996281/
R		used		The R code that supports the SEM analyses within this paper is available at https://github.com/k-y-liu/HRV-ER_CamCANstudy .	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12569767/
					https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10036293/
					https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12413461/
					https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7005583/
Python	3.7.13	used	https://www.python.org/	Python (version 3.7.13) Python Software Foundation RRID: SCR_008394 ; https://www.python.org/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11261013/
Pandas	1.3.5	used	https://pandas.pydata.org/	Pandas (version 1.3.5) Python package RRID: SCR_018214 ; https://pandas.pydata.org/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11261013/
Numpy	1.21.6	used	https://pandas.pydata.org/	Numpy (version 1.21.6) Python package RRID: SCR_018214 ; https://pandas.pydata.org/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11261013/
Pytorch	1.12.6	used	https://pytorch.org/	Pytorch (version 1.12.6) Python package RRID: SCR_018536 ; https://pytorch.org/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11261013/
Scikit-learn	0.22.2	used	http://scikit-learn.org/	Scikit-learn (version 0.22.2) Python package RRID: SCR_002577 ; http://scikit-learn.org/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11261013/
R	4.2.1	used	http://scikit-learn.org/	R (version 4.2.1) R software RRID: SCR_002577 ; http://scikit-learn.org/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11261013/
FreeSurfer	6.0	used	http://surfer.nmr.mgh.harvard.edu/	FreeSurfer (version 6.0) FreeSurfer software RRID: SCR_001847 ; http://surfer.nmr.mgh.harvard.edu/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11261013/
Origin	9.0	used	http://www.originlab.com/index.aspx?go=PRODUCTS/Origin	Origin (version 9.0) Origin software RRID: SCR_014212 ; http://www.originlab.com/index.aspx?go=PRODUCTS/Origin	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11261013/
GraphPad Prism	9.0	used	http://www.graphpad.com/	GraphPad Prism (version 9.0) GraphPad software RRID: SCR_002798 ; http://www.graphpad.com/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11261013/
Gephi	0.10	used	http://gephi.org/	Gephi (version 0.10) Gephi software RRID: SCR_004293 ; http://gephi.org/	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11261013/
Personalized_HMM_disease_progression		created	https://github.com/ZJU-BMI/Personalized_HMM_disease_progression	The source code pertaining to both the personalized hidden Markov model and data analysis in this manuscript has been deposited on GitHub and is publicly available as of the date of publication; URLs are provided at https://github.com/ZJU-BMI/Personalized_HMM_disease_progression .	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11261013/
					https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13321210/
					https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11597021/
					https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13240369/
AMP-PD Google Cloud Storage		used	https://www.amp-pd.org	"The PPMI, PDBP, and BioFIND data can be accessed from the AMP-PD Google Cloud Storage with the approved ""Data Use Approvement"". All the up-to-date information and data collection or data processing procedures on the AMP-PD program can be found at https://www.amp-pd.org ."	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11212969/
NanoString		used		The brain neuron data and the NanoString were produced in our own lab.	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11212969/
AI2AMP-PD		created	https://github.com/bwh-bioinformatics-hub/AI2AMP-PD	All the analysis code can be accessed at: https://github.com/bwh-bioinformatics-hub/AI2AMP-PD .	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11212969/
sparrow-pd		created	https://github.com/DiegoMac17/sparrow-pd	The code from this study is publicly available at https://github.com/DiegoMac17/sparrow-pd	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13357203/
ontology-access-kit		used	https://github.com/INCATools/ontology-access-kit	INCATools/ontology-access-kit. https://github.com/INCATools/ontology-access-kit (2025).	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13357203/
Ollama		used	https://github.com/ollama/ollama	Ollama. ollama/ollama, https://github.com/ollama/ollama (2025).	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13357203/
					https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12332082/
					https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12441808/
					https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13216117/
					https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13291843/
					https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11506003/
					https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13252428/
GenoTools	10	used	https://github.com/GP2code/GenoTools	GenoTools version 10 ( https://github.com/GP2code/GenoTools ) was used for quality control, imputation, and ancestry prediction.	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12140525/
Terra		used	https://app.terra.bio/	A secure workspace on the online Terra platform ( https://app.terra.bio/ ) was created to analyze the data using GP2's release 6.	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12140525/
GitHub		used	https://github.com/GP2code/ROH_genomewide/	Finally, all scripts used for the data analysis can be found in the public domain on GitHub ( https://github.com/GP2code/ROH_genomewide/ , ( Makarious, 2025 )).	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12140525/
NeuroBooster Array	1.0	used		Genotyping was performed by GP2 using the NeuroBooster Array (v.1.0, Illumina, San Diego, CA)	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12140525/
					https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11222218/
					https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11199580/
					https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13093584/
					https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10802440/
					https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10197717/
					https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13321146/
cPET		used	https://www.combinostics.com/cneuro-cpet/	Combinostics' cPET (Combinostics, Tampere, Finland, https://www.combinostics.com/cneuro-cpet/ )	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13125180/
CapAIBL		used	https://milxcloud.csiro.au/tools/capaibl	CSIRO's CapAIBL (CSIRO Health and Biosecurity, Brisbane, Australia, https://milxcloud.csiro.au/tools/capaibl )	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13125180/
Amypype		used		GE HealthCare's Amypype (GE HealthCare, Marlborough, USA), based on CortexID ( https://www.gehealthcare.com/courses/aw-cortex-id ).	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13125180/
CortexID		used	https://www.gehealthcare.com/courses/aw-cortex-id	GE HealthCare's Amypype (GE HealthCare, Marlborough, USA), based on CortexID ( https://www.gehealthcare.com/courses/aw-cortex-id ).	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13125180/
MIMneuro	7.3.7	used	https://www.mimsoftwre.com/nuclear-medicine/mim-neuro	MIM Software's MIMneuro (MIMSoftware, version 7.3.7, Ohio, USA, https://www.mimsoftwre.com/nuclear-medicine/mim-neuro )	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13125180/
rPOP		used	https://github.com/LeoIacca/rPOP	rPOP ( https://github.com/LeoIacca/rPOP ) ( Iaccarino et al., 2022 )	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13125180/
syngo.rPOP		used	https://github.com/LeoIacca/rPOP	Siemens syngo.rPOP ( https://github.com/LeoIacca/rPOP ) ( Iaccarino et al., 2022 )	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13125180/
					https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12358004/
					https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11421184/
